MSI_DO_YOU_AGREE	동의 하십니까?
MSI_BUY_RECONFIRM1_2019	^ff0000본 아이템을 구매 후 7일 이내에는 청약 철회가 가능합니다. 다만, 7일이 지났거나 아이템을 개봉하시면 청약 철회 대상에서 제외 됩니다.또한 구매시 사용된 무료캐시는 청약철회시 반환되지 않습니다.일부(이벤트) 아이템의 경우 이벤트 종료 시 삭제될 수 있으며, 아이템 설명 내 기재된 삭제기간을 확인해 주시기 바랍니다.^000000 정말로 아이템을 구매하시겠습니까? 구매하실 경우 %d캐시가 차감됩니다.
MSI_BUY_RECONFIRM2_2019	^ff0000본 아이템을 구매 후 7일 이내에는 청약 철회가 가능합니다. 다만, 7일이 지났거나 아이템을 개봉하시면 청약 철회 대상에서 제외 됩니다.또한 구매시 사용된 무료캐시는 청약철회시 반환되지 않습니다.일부(이벤트) 아이템의 경우 이벤트 종료 시 삭제될 수 있으며, 아이템 설명 내 기재된 삭제기간을 확인해 주시기 바랍니다.^000000 정말로 아이템을 구매하시겠습니까? 구매하실 경우 일반 %d캐시, 무료 %d캐시가 차감됩니다.
MSI_FAIL_EMPTY_SERVANTWEAPON	서번트 웨폰 %d개가 필요합니다.
MSI_BILLING_INFO_URL	https://member.gnjoy.com.tw/billing.aspx
MSI_CHANGE_MATERIAL_INVSORT	역순 정렬
MSI_CHANGE_MATERIAL_SEARCHTEXT	검색 내용 입력
MSI_SEARCH	검색
MSI_BO_RESEARCHREPORT_ON	리서치 리포트 상태가 됩니다.
MSI_BO_RESEARCHREPORT_OFF	리서치 리포트 상태가 해제됩니다.
MSI_BO_BIONIC_PHARMACY_OK	제조에 성공 했습니다.
MSI_BO_BIONIC_PHARMACY_FAIL	제조에 실패 했습니다.
MSI_BO_ADVANCE_PROTECTION_ON	쉐도우 장비가 파괴 및 해제에서 보호됩니다.
MSI_BO_ADVANCE_PROTECTION_OFF	풀 쉐도우 프로텍션이 해제됩니다.
MSI_BO_HELLTREE_ON	식물형, 무형 몬스터에게 주는 데미지가 증가합니다.
MSI_BO_HELLTREE_OFF	지옥 나무의 가루효과가 사라집니다.
MSI_MT_A_MACHINE_ON	공격 장치가 활성화되었습니다.
MSI_MT_A_MACHINE_OFF	공격 장치가 해제되었습니다.
MSI_MT_D_MACHINE_ON	물리 방어력 및 물리 저항력이 증가되었습니다.
MSI_MT_D_MACHINE_OFF	방어 장치가 해제되었습니다.
MSI_CASHSHOP_TAB_SEARCH	검색
MSI_TR_KVASIR_SONATA_ON	합주를 혼자 사용할 수 있습니다.
MSI_TR_KVASIR_SONATA_OFF	크바시르의 지혜가 사라집니다.
MSI_TR_MYSTIC_SYMPHONY_ON	미스틱 심포니의 효과가 부여됩니다.
MSI_TR_MYSTIC_SYMPHONY_OFF	미스틱 심포니의 효과가 사라집니다.
MSI_TR_GEF_NOCTURN_ON	마법 저항력이 감소했습니다.
MSI_TR_GEF_NOCTURN_OFF	게페니아 녹턴의 효과가 해제 되었습니다.
MSI_TR_AIN_RHAPSODY_ON	물리 저항력이 감소했습니다.
MSI_TR_AIN_RHAPSODY_OFF	마인워커 랩소디 상태가 해제되었습니다.
MSI_TR_MUSICAL_INTERLUDE_ON	물리 저항력이 증가했습니다.
MSI_TR_MUSICAL_INTERLUDE_OFF	뮤지컬 인터루드 상태가 해제되었습니다.
MSI_TR_JAWAII_SERENADE_ON	특성 마법 공격력과 이동 속도가 증가합니다.
MSI_TR_JAWAII_SERENADE_OFF	저녁 노을의 세레나데 효과가 해제되었습니다.
MSI_TR_PRON_MARCH_ON	특성 물리 공격력과 이동 속도가 증가합니다.
MSI_TR_PRON_MARCH_OFF	 프론테라의 행진곡 효과가 해제되었습니다.
MSI_WH_CALAMITYGALE_ON	바람의 분노가 시전자에게 흘러 들어옵니다.
MSI_WH_CALAMITYGALE_OFF	캘러미티 가일 상태가 해제되었습니다.
MSI_WH_WIND_SIGN_ON	바람에 의해 약점과 모습이 드러납니다.
MSI_WH_WIND_SIGN_OFF	윈드 사인 효과가 사라집니다.
MSI_THAI_PERSONALINFO_EXP2	E X P : %.1f%% ( basic 100.0%% %s %.1f%%)
MSI_THAI_PERSONALINFO_DROP2	DROP  : %.1f%% ( basic 100.0%% %s %.1f%%)
MSI_THAI_PERSONALINFO_DEATH2	DEATH : %.1f%% ( basic 100.0%% %s %.1f%%)
MSI_EM_SPELL_ENCHANTING_ON	특성 마법 공격력이 증가되었습니다.
MSI_EM_SPELL_ENCHANTING_OFF	스펠 인챈팅 효과가 해제되었습니다.
MSI_ABC_FROM_THE_ABYSS_OFF	프롬 디 어비스 효과가 해제되었습니다.
MSI_ABC_ABYSS_SLAYER_ON	특성 물리 공격력, 특성 마법 공격력 및 명중률이 증가되었습니다.
MSI_ABC_ABYSS_SLAYER_OFF	어비스 슬레이어 효과가 해제되었습니다.
MSI_CHARACTER_MAKING_RESTRICT	캐릭터 생성에 제한이 있을 수 있습니다.
MSI_BAN_THAI_GGT_RESTRICTED_MAKE_CHAR	월드가 포화상태입니다. 다른 월드를 이용해 주세요.
MSI_UNBLOCK_CHAT	채팅차단해제(수신거부해제)
MSI_BLOCK_CHAT	채팅차단(수신거부)
MSI_GRADE_ENCHANT_REFINING_LEVEL_LACK	해당 제련도는 등급 강화가 불가능합니다.
MSI_GRADE_ENCHANT_ITEM_UNBREAKABLE	장비가 파괴되지 않는 상태입니다.
MSI_GRADE_ENCHANT_ADDITIONAL_SOURCE_NOT_SELECT	보조 재료가 적용되어 있지 않습니다. \n강화를 계속 진행 하시겠습니까?
MSI_CHEAT_HASHFILE	클라이언트 파일이 변조되었습니다.
MSI_GUILD_AGIT_TITLE	메시지
MSI_MERCHANTSHOP_TOTA_LOVER_ZENY_ERR	판매할 물품의 총합이 가질 수 있는 Zeny의 양을 넘습니다.\n수량 및 가격 조정을 부탁드립니다.
MSI_REPUTE_WND	평판 현황
MSI_REPUTE_POINT	%u / 1000 P
MSI_REPUTE_TOTAL	전체
MSI_REPUTE_NOW_LOADING	NOW LOADING..
MSI_GRADE_ENCHANT_ADDITIONAL_SOURCE_RESET	보조 재료 선택이 초기화 됩니다.
MSI_ENCHANT	
MSI_ENCHANT_TAB_GENERAL	일반
MSI_ENCHANT_TAB_PERFECT	확정
MSI_ENCHANT_TAB_UPGRADE	성장
MSI_ENCHANT_TAB_RESET	초기화
MSI_ENCHANT_FAILED_OVER_WEIGHT	무게가 70% 이상입니다. 무게를 줄인 후 재시도 해주세요.
MSI_ENCHANT_RANDOM_BUTTON	인챈트 부여
MSI_ENCHANT_PERFECT_BUTTON	인챈트 부여
MSI_ENCHANT_UPGRADE_BUTTON	성장
MSI_ENCHANT_RESET_BUTTON	초기화
MSI_CLOSE_RODEX_FOR_ENCHANT	인챈트 중에는 로덱스를 사용할 수 없습니다. 로덱스를 강제 종료하였습니다.
MSI_CANNOT_OPEN_RODEX_DURING_ENCHANT	인챈트 중에는 로덱스를 사용할 수 없습니다.
MSI_CLOSE_BANKING_FOR_ENCHANT	인챈트 중에는 은행을 사용할 수 없습니다. 은행을 강제 종료하였습니다.
MSI_CANNOT_OPEN_BANKING_DURING_ENCHANT	인챈트 중에는 은행을 사용할 수 없습니다.
MSI_ENCHANT_REQUEST	인챈트를 실행하시겠습니까?
MSI_ITEM_REFORM_OK	제작
MSI_ITEM_REFORM_WARNNING_NOT_ENOUGH_MATERIAL	조합에 필요한 재료가 부족합니다.
MSI_ITEM_REFORM_WARNNING_CARD_ENCHANT_LOST	장착된 카드 아이템과 부여된 인챈트가 소실됩니다.
MSI_ITEM_REFORM_WARNNING_CARD_MAYBE_LOST	장착된 카드 아이템이 소실될 수 있습니다.
MSI_ITEM_REFORM_WARNNING_ENCHANT_MAYBE_LOST	부여된 인챈트가 소실될 수 있습니다.
MSI_HIDE_PLAYER_ON	화면 내 유저 숨기기 ON
MSI_HIDE_PLAYER_OFF	화면 내 유저 숨기기 OFF
MSI_ITEM_REFORM_CONFIRM_DETAILS	세부 내용 확인
MSI_ITEM_REFORM_PLZ_CHECK_DETAILS	세부 내용을 확인해주세요.
MSI_ITEM_REFORM_NO_EXIST_TARGET_ITEM	조합 가능한 아이템이 없습니다.
MSI_ENCHANT_SUCCESS	인챈트 성공!
MSI_ENCHANT_FAILED	인챈트 실패!
MSI_CANNOT_FIND_ENCHANT_ID	인챈트 정보를 찾을 수 없습니다
MSI_NOT_SATISFIED_ENCHANT_CONDITION	인챈트 조건을 만족하지 않습니다.
MSI_RODEX_SPAMOPTION_FAIL	임의 유저 수신 여부 설정 실패.
MSI_RODEX_SPAMOPTION_ON	임의 유저 수신 거부 상태로 설정 되었습니다.
MSI_RODEX_SPAMOPTION_OFF	모든 유저 수신 상태로 설정 되었습니다.
MSI_RODEX_SPAMOPTION_USERBLOCK	%s님이 수신 거부 상태 입니다.
MSI_RODEX_SPAMOPTION_RETURN_SUCCESS	RODEX가 반송 되었습니다.
MSI_RODEX_SPAMOPTION_RETURN_FAIL	RODEX 반송에 실패 하였습니다.
MSI_RODEX_SPAMOPTION_WARNING	해당 RODEX의 발신자는 친구 및 길드원이 아닙니다.주의 해주세요.
MSI_RODEX_SPAMOPTION	RODEX 모든 유저 수신
MSI_EFST_ITEM_TIME_LIMIT_EXCEED	동일한 효과의 지속 시간이 한도를 초과하여 사용이 불가능합니다.
MSI_GRADE_ENCHANT_SUCCESS_REFINING_LEVEL_DISAPPEAR	성공 시 제련도는 0으로 초기화됩니다!
MSI_GRADE_ENCHANT_SUCCESS_RANDOM_OPT_ENCHANT_KEEP	카드, 랜덤옵션, 인챈트는 유지됩니다.
MSI_GRADE_ENCHANT_FAILED_REFINING_RANDOM_OPT_ENCHANT_KEEP	실패 시 제련도는 유지됩니다.
MSI_HOTKEY_RESET	초기화
MSI_HOTKEY_OLD_VER	구버전
MSI_EXP_BAR_BASE_LV	Base Lv. %d
MSI_EXP_BAR_JOB_LV	Job Lv. %d
MSI_BASIC_INFO_LV_NAME	Lv.%d %s
MSI_MENU_ICON_QUEST	퀘스트목록
MSI_MENU_ICON_CASHSHOP	캐시상점
MSI_MENU_ICON_HOTKEY	단축키안내
MSI_MENU_ICON_ADVENTURER_AGENCY	모험가중개소
MSI_NEWUI_ZERO_ONOFF	UI 테마
MSI_NEWUI_ZERO_UIOLD	기존 UI
MSI_NEWUI_ZERO_UINEW	신규 UI
MSI_NEWUI_ZERO_UISKIN	UI 스킨
MSI_NEW_RANDOM_OPTION	- 추가 옵션 -
MSI_MONSTERINFO_TRIBE_UNKNOWN	무형
MSI_MONSTERINFO_TRIBE_UNDEAD	불사형
MSI_MONSTERINFO_TRIBE_ANIMAL	동물형
MSI_MONSTERINFO_TRIBE_PLANT	식물형
MSI_MONSTERINFO_TRIBE_INSECT	곤충형
MSI_MONSTERINFO_TRIBE_MARINE	어패형
MSI_MONSTERINFO_TRIBE_DEVIL	악마형
MSI_MONSTERINFO_TRIBE_HUMAN	인간형
MSI_MONSTERINFO_TRIBE_ANGEL	천사형
MSI_MONSTERINFO_TRIBE_DRAGON	용족
MSI_MONSTERINFO_PROPERTY_NEUTURAL	무
MSI_MONSTERINFO_PROPERTY_WATER	수
MSI_MONSTERINFO_PROPERTY_EARTH	지
MSI_MONSTERINFO_PROPERTY_FIRE	화
MSI_MONSTERINFO_PROPERTY_WIND	풍
MSI_MONSTERINFO_PROPERTY_POISON	독
MSI_MONSTERINFO_PROPERTY_SAINT	성
MSI_MONSTERINFO_PROPERTY_DARK	암
MSI_MONSTERINFO_PROPERTY_MENTAL	염
MSI_MONSTERINFO_PROPERTY_UNDEAD	불사
MSI_MONSTERINFO_SIZE_SMALL	소형
MSI_MONSTERINFO_SIZE_MIDDLE	중형
MSI_MONSTERINFO_SIZE_BIG	대형
MSI_MONSTERINFO_DEF	DEF
MSI_BAN_TEENAGER	청소년은 접속이 제한되어 있습니다.
MSI_STYLINGSHOP_COLOR_RESET	0Zeny (염색제거)
MSI_ZEROQUEST_ALLSELECT	모두 선택
MSI_ZEROQUEST_SIMPLEUI_ON	간편 퀘스트 UI
MSI_CASHSHOP_FREE	FREE!
MSI_ACCOUNT_LIMITED_TOOL_RENT_TIME	임대 기간
MSI_ACCOUNT_LIMITED_TOOL_RENT_TIME_MAX_14DAY	임대 기간은 최대 14일까지 입력 가능합니다.
MSI_CASHSHOP_NON_TRADABLE	거래 불가
MSI_ZEROQUEST_QUESTVIEWWND_ON	간편 퀘스트 보기
MSI_ZEROQUEST_QUESTVIEWWND_OFF	간편 퀘스트 숨김
MSI_ZEROQUEST_QUESTVIEW_ON	간편 퀘스트창에 추가
MSI_ZEROQUEST_QUESTVIEW_OFF	간편 퀘스트창에서 삭제
MSI_ZEROQUEST_QUESTHELP_TITLE	퀘스트 도움말
MSI_ZEROQUEST_QUESTHELP_1	1. 콤보박스 + 검색어 입력창 : 퀘스트 정렬, 검색 기능
MSI_ZEROQUEST_QUESTHELP_2	- ALL : 받은 퀘스트 전체보기
MSI_ZEROQUEST_QUESTHELP_3	- 퀘스트 종류 : NORMAL(노멀)/ MAIN(메인)/ EPISODE(에피소드)/ DAILY(일일)/ LOCAL(지역)/ JOB(직업)/ GUIDE(가이드)/ EVENT(이벤트) 퀘스트로 분류하여 정렬합니다.
MSI_ZEROQUEST_QUESTHELP_4	- 콤보 박스로 정렬한 퀘스트 목록에서 원하는 내용을 좀 더 세분화하여 검색할 수 있습니다.
MSI_ZEROQUEST_QUESTHELP_5	2. 내비게이션 UI
MSI_ZEROQUEST_QUESTHELP_6	- 내비게이션 UI 열기 :
MSI_ZEROQUEST_QUESTHELP_7	메뉴아이콘 → 내비게이션 아이콘(단축키 : N)
MSI_ZEROQUEST_QUESTHELP_8	- 텍스트 하이퍼링크 또는 npc(몬스터) 이미지 클릭 : 
MSI_ZEROQUEST_QUESTHELP_9	내비게이션 경로 표시 & 필드 바닥에 목표 지점까지 발자국(화살표)표시
MSI_ZEROQUEST_QUESTHELP_10	3. 내비게이션 실행 시, 채팅창에 이동 경로가 안내 됩니다
MSI_ZEROQUEST_QUESTHELP_11	4. 카프라 직원과 대화하여[공간이동 서비스]를 이용할 수 있습니다.
MSI_ZEROQUEST_QUESTHELP_12	5. 간편 퀘스트 UI :
MSI_ZEROQUEST_QUESTHELP_13	퀘스트 UI를 게임 화면에 간단히 표시 해주는 기능
MSI_ZEROQUEST_QUESTHELP_14	각 퀘스트 제목 마우스 우클릭 시, 퀘스트정보 UI 호출 또는 해당 퀘스트 목록 내 삭제
MSI_ZEROQUEST_QUESTHELP_15	기능이 있습니다.
MSI_TIPBOX_START_OPEN	시작할 때 열기
MSI_RESULT_ERROR_VTC_303	결제정보 세션이 만료되었습니다. 클라이언트를 재실행 해주세요
MSI_RESULT_ERROR_VTC_304	오류가 발생했습니다. 다시 시도해 주세요
MSI_ZEROCHATWND_RESIZE	크기 변경(%s)
MSI_ZEROCHATWND_LOCK	기능 잠금
MSI_ZEROCHATWND_UNLOCK	기능 해제
MSI_ZEROCHATWND_CHATON	입력 활성
MSI_ZEROCHATWND_CHATOFF	입력 비활성
MSI_ZEROCHATWND_SEND	수신인 설정
MSI_ZEROCHATWND_SENDG	수신그룹 설정
MSI_ZEROCHATWND_OPTION	설정
MSI_ZEROCHATWND_STICKOFF	팝업창 분리
MSI_ZEROCHATWND_STICKON	탭으로 돌아가기
MSI_ZEROCHATWND_ADD	탭 추가
MSI_ZEROCHATWND_DEL	탭 삭제
MSI_ZEROCHATWND_ENTER	Enter키를 누르면 채팅을 시작할수 있습니다
MSI_TAKEOFF_ALL	장비해제
MSI_FAILED_BUSY	잠시 후 다시 시도해주세요.
MSI_USESKILL_FAIL_NEED_TWINKLING_GALAXY_AREA	천지만성 지역에서 사용가능합니다.
MSI_USESKILL_FAIL_NEED_SOULCOLLECT	영혼 축적 효과가 필요합니다.
MSI_USESKILL_FAIL_NEED_CHARMS	부적이 부족합니다.
MSI_USESKILL_FAIL_NEED_GATLING_OR_SHOTGUN	개틀링건 혹은 샷건 계열의 총기류를 장착한 상태여야 합니다.
MSI_USESKILL_FAIL_NEED_RIFLE_OR_HANDGUN	라이플 혹은 리볼버 계열의 총기류를 장착한 상태여야 합니다.
MSI_USESKILL_FAIL_NEED_GRANADE_OR_RIFLE	그레네이드 런처 혹은 라이플 계열의 총기류를 장착한 상태여야 합니다.
MSI_USESKILL_FAIL_NEED_GATLING_OR_HANDGUN	개틀링건 혹은 리볼버 계열의 총기류를 장착한 상태여야 합니다.
MSI_USESKILL_FAIL_NEED_SHOTGUN_OR_GRANADE	샷건 혹은 그레네이드 런처 계열의 총기류를 장착한 상태여야 합니다.
MSI_USESKILL_FAIL_NEED_SHIELD_WEAPON	장착한 방패가 없습니다.
MSI_CLOSE_BANKING_FOR_EXPANDED_BARTERMARKET	다중 물물 교환 중에는 은행을 사용할 수 없습니다. 은행을 강제 종료하였습니다.
MSI_CANNOT_OPEN_BANKING_DURING_EXPANDED_BARTERMARKET	다중 물물 교환 중에는 은행을 사용할 수 없습니다.
MSI_FAIL_NO_SPACE_BEHIND_THE_TARGET	대상의 그림자에 이동할 공간이 없습니다.
MSI_USESKILL_FAIL_NEED_COMMUNION_WITH_SPIRIT	최소한 한종의 영물과 교감하는 상태여야 합니다.
MSI_PACKAGEITEM_SLEEPSTONECURSEFAIL	수면, 석화 상태에서는 아이템을 사용 할 수 없습니다.
MSI_PACKAGEITEM_BURROWFAIL	Burrow 상태에서는 아이템을 사용 할 수 없습니다.
MSI_PACKAGEITEM_USEFAIL	패키지 아이템 사용 할 수 없는 상태 입니다.
MSI_PACKAGEITEM_SETTINGFAIL	패키지 아이템 셋팅 실패!!
MSI_PACKAGEITEM_TIME	^ff0000 %d일 %d시간 동안 사용 가능 ^000000
MSI_PACKAGEITEM_SELECT	%s(을)를 선택하셨습니다. 선택한 내용이 맞습니까?
MSI_GRADE_ENCHANT_ENHANCED_UP	1회당 요구 수량 : %d개
MSI_JOB_IMPERIAL_GUARD	Imperial Guard
MSI_JOB_ABYSS_CHASER	Abyss Chaser
MSI_JOB_WINDHAWK	Windhawk
MSI_EMBLEM_UPLOAD_FAILED_DB	엠블렘 등록에 실패하였습니다.
MSI_EMBLEM_UPLOAD_FAILED_AUTH	서버 등록에 실패하였습니다.
MSI_EMBLEM_UPLOAD_FAILED_FILE	파일 등록에 실패 하였습니다.
MSI_SORT_MINIPARTY	미니파티창 정렬
MSI_PICKUP_FAILED_PARTY_MEMBER	균등분배 상태입니다.\n파티원의 무게 또는 종류가 초과하여 아이템을 획득할 수 없습니다.
MSI_BROADCASTING_SPECIAL_ITEM_OBTAIN_ADD_LEVEL	[%s]님이 [%s](으)로부터 '+%d %s' 를 획득 했습니다.
MSI_FAILED_ALL_RODEX_LIST	우편함을 다시 열어주세요.
MSI_FAIL_CALLHOMUN_INVALID_JOBTYPE	현재의 직업에서는 호문클루스S를 소환할 수 없습니다. 상위 직업으로의 전직이 필요합니다.
MSI_FAIL_ITEMCOMPOSITION_LIST	카드를 장착할 수 있는 장비 아이템이 없습니다.
MSI_DAMAGE_EQUIPMENT	데미지 표시
MSI_DAMAGE_EQUIPMENT_TOOLTIP	데미지 표시
MSI_DAMAGE_DIR_LEFT	↖
MSI_DAMAGE_DIR_CENTER	↑
MSI_DAMAGE_DIR_RIGHT	↗
MSI_DAMAGE_DIR_DEFAULT	Default
MSI_MACRO_CHECK_REMOVE_RUNNING	이미 추적 중인 대상이 존재합니다.
MSI_MACRO_CHECK_REMOVE_SUCCESS	대상 추적을 시작합니다.
MSI_MACRO_CHECK_REMOVE_NOT_EXISTS	추적 중인 대상이 없습니다.
MSI_MACRO_CHECK_REMOVE_OFF_SUCCESS	추적을 종료합니다.
MSI_MACRO_CHECK_REMOVE_TIMESUP	시간이 만료되어 추적을 종료합니다.
MSI_MACRO_CHECK_REMOVE_INVALID_AID	대상을 찾을 수 없습니다.
MSI_NEWSEIGEMODE_SKILL	^0054FF[능력치보정] % d.%d %%^000000
MSI_DYNAMICNPC_CREATE_RESULT_FAIL_MAXCOUNT	더 이상 NPC를 호출할 수 없습니다.
MSI_MACRO_DETECTOR_NOTICE4	%d회 오류시 운영정책에 의거하여 영구블록됩니다.
MSI_FAIL_CALLHOMUN_OVER_100LEVEL	현재의 직업에서는 소환할 수 없습니다. 상위 직업으로의 전직이 필요합니다.
MSI_FAIL_STRIPSHADOW_TO_MADO_NOTICE	마도 기어 탑승자에게는 스트립 계열, 코팅 계열 스킬을 사용할 수 없습니다.
MSI_MACRO_REPORTER_SELECT_MODE_MAP	맵
MSI_MACRO_REPORTER_SELECT_MODE_QUIZ	퀴즈
MSI_MACRO_REPORTER_TOOLTIP_MAP	아래 텍스트 범위에 체커를 보낼 맵을 입력합니다.
MSI_MACRO_REPORTER_TOOLTIP_QUIZ	아래 텍스트 범위에 체커에 보여질 퀴즈를 입력합니다.
MSI_MACRO_REPORTER_UNKNWON_MAP	맵 파일명이 올바르지 않습니다.
MSI_MACRO_REPORTER_WRONG_NUMBER	숫자 조합이 올바르지 않습니다.
MSI_MACRO_REPORTER_TOOLTIP_MAP_QUIZ_INPUT	저장을 위해 작성 후 엔터를 입력해주세요.
MSI_MACRO_BLACKLIST_USER_CHCEK_RESULT_SUCCESS	블랙리스트 유저 %d명에게 체커를 보냈습니다.
MSI_MACRO_BLACKLIST_USER_CHCEK_RESULT_FAIL_COOLTIME	블랙리스트 체커 쿨타임입니다.
MSI_MACRO_BLACKLIST_USER_CHCEK_RESULT_FAIL_MAPNAME	Map 값에 문제가 있습니다.
MSI_MACRO_BLACKLIST_USER_CHCEK_RESULT_FAIL_PARAM	Quiz 또는 정답 횟수에 문제가 있습니다.
MSI_MACRO_BLACKLIST_USER_CHCEK_RESULT_FAIL_QUESTION	Quiz 값에 문제가 있습니다.
MSI_MACRO_BLACKLIST_USER_CHCEK_RESULT_FAIL_MAPNAME_COUNT	Map 갯수에 문제가 있습니다.
MSI_MACRO_BLACKLIST_USER_CHCEK_REMAIN_TIME	남은 시간 %02d : %02d : %02d
MSI_MACRO_BLACKLIST_USER_CHCEK_NOTICE1	탐지 모드가 발동 하였습니다. 화면 좌측에 표시된 숫자를 키패드로 입력하세요.
MSI_MACRO_BLACKLIST_USER_CHCEK_NOTICE2	남은 시간이 만료되거나 오답 %d회 시 패널티가 부여됩니다.
MSI_MACRO_BLACKLIST_USER_CHCEK_ANSWER_INPUT	보안 번호 입력
MSI_WEDDING_RING_ITEM_NAME_FORMAT	%s씨와의 
MSI_ACCOUNT_LIMITED_TOOL_RESULT_NEWFORMAT	>> ItemName : %s /  수량 : %d / 판매기간 : %d월:%d일:%d시:%d분 ~ %d년:%d월:%d일:%d시:%d분
MSI_ACCOUNT_LIMITED_SALE_ITEM_NEXT_NEWDATE	~ %d년 %d월 %d일 %d시 %d분
MSI_CANNOT_ATTACK_IN_THE_PARTYWND	파티창에서는 같은 파티원에게 공격스킬을 사용할 수 없습니다.
MSI_RETRY_AFTER_PROCESS	진행 또는 초대된 상태 완료 후 재시도 해주세요.
MSI_GUILD_EXP_TRIBUTE	상납 경험치 max 메세지 표시
MSI_EQUIPMENT_PROPERTIES	장비 능력치
MSI_VIEW_CHANGE_EQUIPMENT_PROPERTIES_MSG	장비 장착/해제시 능력치 변화 표시
MSI_ALLY_CHAT_MSG	동맹 채팅 메시지 표시
MSI_SEND_TO_ALLY	동맹에게 보냄
MSI_PAY_CONFIRM_BY_NYANGVINE_FRUIT	^FF2931사용된 냥다래 열매 아이템은\n청약철회 대상에 포함되지\n않으며, 냥다래 열매로의\n재교환 역시 불가능합니다.
MSI_REFINING_POSSIBLE	제련 가능
MSI_REFINING_IMPOSSIBLE	제련 불가
MSI_ENCHANT_POSSIBLE	인챈트 가능
MSI_ENCHANT_IMPOSSIBLE	인챈트 불가
MSI_GRADE_ENCHANT_POSSIBLE	등급 강화 가능
MSI_GRADE_ENCHANT_IMPOSSIBLE	등급 강화 불가
MSI_RUNESYSTEM_EQUIP_OUT	장착을 해제 하시겠습니까?
MSI_RUNESYSTEM_EQUIP_NOTPUT	선택된 항목에 정보가 잘못 되었습니다.
MSI_RUNESYSTEM_RUNESET_TITLE	룬 타블렛: %s 세트
MSI_RUNESYSTEM_RUNE_TITLE	%s의 룬 조각
MSI_RUNESYSTEM_RUNE_UPGRADEPER	강화 확률
MSI_RUNESYSTEM_RUNE_FAILDESC	실패시 성공확률이 %.2f%% 증가합니다.
MSI_RUNESYSTEM_RUNE_UPGRADEMAXDESC	최대 강화 등급입니다.
MSI_RUNESYSTEM_RUNE_UNACTIVEDESC	비활성화 상태에서 불가능한 기능입니다.
MSI_RUNESYSTEM_RUNE_RUNE_NULL	룬 정보가 존재 하지 않습니다.
MSI_RUNESYSTEM_RUNESET_DESC	%d 세트 효과
MSI_RUNESYSTEM_TITLE	룬 타블렛 시스템
MSI_RUNESYSTEM_EQUIP_NOT	장착된 룬이 없습니다.
MSI_RUNESYSTEM_EQUIP_PUTERR	장착된 룬 세트를 해제하여 주시기 바랍니다.
MSI_ADVENTURE_GUIDE	모험 가이드
MSI_RUNESYSTEM_DURING_CANNOT_OPEN_RODEX	룬시스템 사용 중에는 로덱스를 사용할 수 없습니다.
MSI_RUNESYSTEM_DURING_CANNOT_OPEN_BANKING	룬시스템 사용 중에는 뱅킹을 사용할 수 없습니다.
MSI_RUNESYSTEM_CLOSE_RODEX	룬시스템 사용 중에는 로덱스를 사용 할 수 없습니다. 로덱스를 강제 종료 하였습니다.
MSI_RUNESYSTEM_CLOSE_BANKING	룬시스템 사용 중에는 뱅킹을 사용 할 수 없습니다. 뱅킹을 강제 종료 하였습니다.
MSI_NOTIFY_JOIN_GUILD_ACCEPT_WND	길드 가입 요청이 있습니다. 이동 관련 창을 모두 종료한 뒤 요청 확인이 가능합니다.
MSI_NOTIFY_ALLY_GUILD_ACCEPT_WND	동맹 등록 요청이 있습니다. 이동 관련 창을 모두 종료한 뒤 요청 확인이 가능합니다.
MSI_NOTIFY_JOIN_FRIEND_ACCEPT_WND	친구 등록 요청이 있습니다. 이동 관련 창을 모두 종료한 뒤 요청 확인이 가능합니다.
MSI_NOTIFY_JOIN_PARTY_ACCEPT_WND	파티 가입 요청이 있습니다. 이동 관련 창을 모두 종료한 뒤 요청 확인이 가능합니다.
MSI_NOTIFY_EXCHANGE_ACCEPT_WND	1:1 거래 요청이 있습니다. 이동 관련 창을 모두 종료한 뒤 요청 확인이 가능합니다.
MSI_WARNING	경고
MSI_RUNESYSTEM_FAILED_ITEMCREATE	소지 한계량이 70%를 초과하거나, 인벤토리에 8칸 이상의 여유 공간이 부족한 상태입니다.
MSI_TITLE_QUEST_BOARD_LIST	퀘스트 보드
MSI_TITLE_QUEST_BOARD_INFO	퀘스트 정보
MSI_MACRO_USER_REPORT	유저 신고하기
MSI_MACRO_USER_REPORT_COUNTLIMIT	일일 신고 횟수를 초과하여 더 이상 신고할 수 없습니다.
MSI_MACRO_USER_REPORT_SUCCESS	%s님에 대한 신고 접수가 완료되었습니다. 깨끗한 게임 환경을 위하여 계속 노력하겠습니다.
MSI_MACRO_USER_REPORT_COOLTIME	대상은 다른 플레이어의 신고가 진행중입니다.
MSI_MACRO_USER_REPORT_EFST_ACTIVATED	대상은 신고에 보호중인 상태 입니다.
MSI_MACRO_USER_REPORT_PENALTY_COUNTMAX	대상은 일일 신고 누적 횟수를 초과하여 더 이상 신고 할 수 없습니다.
