﻿MSI_DO_YOU_AGREE	你同意?
MSI_ENCHANT_RANDOM_BUTTON	已授予结界
MSI_ENCHANT_PERFECT_BUTTON	已授予结界
MSI_ENCHANT_UPGRADE_BUTTON	生长
MSI_ENCHANT_RESET_BUTTON	重置
MSI_CLOSE_RODEX_FOR_ENCHANT	Rodex 在附魔时无法使用.罗德克斯被迫退出.
MSI_CANNOT_OPEN_RODEX_DURING_ENCHANT	Rodex 在附魔时无法使用.
MSI_CLOSE_BANKING_FOR_ENCHANT	被附魔时无法进行银行业务.银行被迫关闭.
MSI_CANNOT_OPEN_BANKING_DURING_ENCHANT	被附魔时无法进行银行业务.
MSI_ENCHANT_REQUEST	你想施展魔法吗?
MSI_ITEM_REFORM_OK	生产
MSI_ITEM_REFORM_WARNNING_NOT_ENOUGH_MATERIAL	没有足够的成分来组合.
MSI_ITEM_REFORM_WARNNING_CARD_ENCHANT_LOST	装备的卡牌物品和附魔将会丢失.
MSI_ITEM_REFORM_WARNNING_CARD_MAYBE_LOST	装备的卡牌物品可能会丢失.
MSI_ITEM_REFORM_WARNNING_ENCHANT_MAYBE_LOST	给定的结界可能会丢失.
MSI_HIDE_PLAYER_ON	在屏幕上隐藏用户
MSI_HIDE_PLAYER_OFF	在屏幕上隐藏用户关闭
MSI_ITEM_REFORM_CONFIRM_DETAILS	查看详情
MSI_ITEM_REFORM_PLZ_CHECK_DETAILS	请检查详细信息.
MSI_ITEM_REFORM_NO_EXIST_TARGET_ITEM	没有可以组合的项目.
MSI_ENCHANT_SUCCESS	结界成功!
MSI_ENCHANT_FAILED	附魔失败!
MSI_CANNOT_FIND_ENCHANT_ID	未找到附魔信息
MSI_NOT_SATISFIED_ENCHANT_CONDITION	不满足结界条件.
MSI_RODEX_SPAMOPTION_FAIL	设置是否接收随机用户失败.
MSI_RODEX_SPAMOPTION_ON	随机用户已设置为选择退出.
MSI_RODEX_SPAMOPTION_OFF	它被设置为接收所有用户.
MSI_RODEX_SPAMOPTION_USERBLOCK	%s 正在阻止接收.
MSI_RODEX_SPAMOPTION_RETURN_SUCCESS	RODEX 已退回.
MSI_RODEX_SPAMOPTION_RETURN_FAIL	RODEX 返回失败.
MSI_RODEX_SPAMOPTION_WARNING	此 RODEX 的发送者不是朋友或公会成员.请小心.
MSI_RODEX_SPAMOPTION	RODEX 收到所有用户的反馈
MSI_EFST_ITEM_TIME_LIMIT_EXCEED	相同效果的持续时间超过限制,无法使用.
MSI_GRADE_ENCHANT_SUCCESS_REFINING_LEVEL_DISAPPEAR	如果成功,精炼度将重置为0!
MSI_GRADE_ENCHANT_SUCCESS_RANDOM_OPT_ENCHANT_KEEP	卡牌,随机选项和结界将被保留.
MSI_GRADE_ENCHANT_FAILED_REFINING_RANDOM_OPT_ENCHANT_KEEP	如果失败,则保持精细化水平.
MSI_HOTKEY_RESET	重置
MSI_HOTKEY_OLD_VER	旧版
MSI_EXP_BAR_BASE_LV	Base Lv. %d
MSI_EXP_BAR_JOB_LV	Job Lv. %d
MSI_BASIC_INFO_LV_NAME	Lv.%d %s
MSI_MENU_ICON_QUEST	任务清单
MSI_MENU_ICON_CASHSHOP	现金店
MSI_MENU_ICON_HOTKEY	快捷键信息
MSI_MENU_ICON_ADVENTURER_AGENCY	冒险家经纪
MSI_NEWUI_ZERO_ONOFF	用户界面主题
MSI_NEWUI_ZERO_UIOLD	现有用户界面
MSI_NEWUI_ZERO_UINEW	新用户界面
MSI_NEWUI_ZERO_UISKIN	用户界面皮肤
MSI_NEW_RANDOM_OPTION	- 附加选项 -
MSI_MONSTERINFO_TRIBE_UNKNOWN	无形的
MSI_MONSTERINFO_TRIBE_UNDEAD	不朽型
MSI_MONSTERINFO_TRIBE_ANIMAL	动物类型
MSI_MONSTERINFO_TRIBE_PLANT	植物类型
MSI_MONSTERINFO_TRIBE_INSECT	昆虫类型
MSI_MONSTERINFO_TRIBE_MARINE	鱼壳型
MSI_MONSTERINFO_TRIBE_DEVIL	恶魔型
MSI_MONSTERINFO_TRIBE_HUMAN	人形生物
MSI_MONSTERINFO_TRIBE_ANGEL	天使型
MSI_MONSTERINFO_TRIBE_DRAGON	巴劳尔
MSI_MONSTERINFO_PROPERTY_NEUTURAL	萝卜
MSI_MONSTERINFO_PROPERTY_WATER	数字
MSI_MONSTERINFO_PROPERTY_EARTH	吉
MSI_MONSTERINFO_PROPERTY_FIRE	愤怒
MSI_MONSTERINFO_PROPERTY_WIND	风
MSI_MONSTERINFO_PROPERTY_POISON	毒
MSI_MONSTERINFO_PROPERTY_SAINT	城堡
MSI_MONSTERINFO_PROPERTY_DARK	癌症
MSI_MONSTERINFO_PROPERTY_MENTAL	盐
MSI_MONSTERINFO_PROPERTY_UNDEAD	不朽
MSI_MONSTERINFO_SIZE_SMALL	小的
MSI_MONSTERINFO_SIZE_MIDDLE	中等尺寸
MSI_MONSTERINFO_SIZE_BIG	形成
MSI_MONSTERINFO_DEF	DEF
MSI_BAN_TEENAGER	青少年的接触机会有限.
MSI_STYLINGSHOP_COLOR_RESET	0Zeny(去除染料)
MSI_ZEROQUEST_ALLSELECT	选择全部
MSI_ZEROQUEST_SIMPLEUI_ON	简单的任务用户界面
MSI_CASHSHOP_FREE	FREE!
MSI_ACCOUNT_LIMITED_TOOL_RENT_TIME	租期
MSI_ACCOUNT_LIMITED_TOOL_RENT_TIME_MAX_14DAY	您可以输入最长 14 天的租赁期.
MSI_CASHSHOP_NON_TRADABLE	没有交易
MSI_ZEROQUEST_QUESTVIEWWND_ON	查看简单任务
MSI_ZEROQUEST_QUESTVIEWWND_OFF	简单任务隐藏
MSI_ZEROQUEST_QUESTVIEW_ON	添加到简单任务窗口
MSI_ZEROQUEST_QUESTVIEW_OFF	从简单任务窗口中删除
MSI_ZEROQUEST_QUESTHELP_TITLE	寻求帮助
MSI_ZEROQUEST_QUESTHELP_1	1.组合框+搜索词输入框:任务排序,搜索功能
MSI_ZEROQUEST_QUESTHELP_2	
MSI_ZEROQUEST_QUESTHELP_3	- 任务类型:普通/主要/剧集/每日/本地/工作/指南/事件任务被排序和排序.
MSI_ZEROQUEST_QUESTHELP_4	
MSI_ZEROQUEST_QUESTHELP_5	2. 导航界面
MSI_ZEROQUEST_QUESTHELP_6	- 打开导航用户界面:
MSI_ZEROQUEST_QUESTHELP_7	菜单图标 → 导航图标(快捷键:N)
MSI_ZEROQUEST_QUESTHELP_8	- 点击文本超链接或NPC(怪物)图像:
MSI_ZEROQUEST_QUESTHELP_9	显示导航路线并显示到现场地板上目标点的足迹(箭头)
MSI_ZEROQUEST_QUESTHELP_10	3. 运行导航时,聊天窗口中会显示路线.
MSI_ZEROQUEST_QUESTHELP_11	4. 您可以通过与 Capra 员工交谈来使用 [공간이동 서비스].
MSI_ZEROQUEST_QUESTHELP_12	5.简单的任务用户界面:
MSI_ZEROQUEST_QUESTHELP_13	在游戏画面上简单显示任务UI的功能
MSI_ZEROQUEST_QUESTHELP_14	右键单击每个任务标题时,将调用任务信息 UI 或从列表中删除该任务.
MSI_ZEROQUEST_QUESTHELP_15	有一个功能.
MSI_TIPBOX_START_OPEN	启动时打开
MSI_RESULT_ERROR_VTC_303	您的付款信息会话已过期.请重新运行客户端
MSI_RESULT_ERROR_VTC_304	发生错误.请重试
MSI_ZEROCHATWND_RESIZE	更改尺寸 (%s)
MSI_ZEROCHATWND_LOCK	功能锁
MSI_ZEROCHATWND_UNLOCK	功能关闭
MSI_ZEROCHATWND_CHATON	输入有效
MSI_ZEROCHATWND_CHATOFF	输入无效
MSI_ZEROCHATWND_SEND	目的地设置
MSI_ZEROCHATWND_SENDG	接收组设置
MSI_ZEROCHATWND_OPTION	环境
MSI_ZEROCHATWND_STICKOFF	单独的弹出窗口
MSI_ZEROCHATWND_STICKON	返回选项卡
MSI_ZEROCHATWND_ADD	添加选项卡
MSI_ZEROCHATWND_DEL	删除标签
MSI_ZEROCHATWND_ENTER	按 Enter 开始聊天
MSI_TAKEOFF_ALL	解除设备武装
MSI_FAILED_BUSY	请稍后重试.
MSI_USESKILL_FAIL_NEED_TWINKLING_GALAXY_AREA	可在天地万城地区使用.
MSI_USESKILL_FAIL_NEED_SOULCOLLECT	需要聚魂效果.
MSI_USESKILL_FAIL_NEED_CHARMS	我的护身符快用完了.
MSI_USESKILL_FAIL_NEED_GATLING_OR_SHOTGUN	您必须配备加特林机枪或霰弹枪类型的枪支.
MSI_USESKILL_FAIL_NEED_RIFLE_OR_HANDGUN	您必须配备步枪或左轮手枪类型的枪支.
MSI_USESKILL_FAIL_NEED_GRANADE_OR_RIFLE	您必须配备榴弹发射器或步枪型枪支.
MSI_USESKILL_FAIL_NEED_GATLING_OR_HANDGUN	您必须配备加特林机枪或左轮手枪类型的枪支.
MSI_USESKILL_FAIL_NEED_SHOTGUN_OR_GRANADE	您必须配备霰弹枪或榴弹发射器类型的枪支.
MSI_USESKILL_FAIL_NEED_SHIELD_WEAPON	没有装备盾牌.
MSI_CLOSE_BANKING_FOR_EXPANDED_BARTERMARKET	多次易货交易期间不能使用银行.银行被迫关闭.
MSI_CANNOT_OPEN_BANKING_DURING_EXPANDED_BARTERMARKET	多次易货交易期间不能使用银行.
MSI_FAIL_NO_SPACE_BEHIND_THE_TARGET	目标的影子没有移动的空间.
MSI_USESKILL_FAIL_NEED_COMMUNION_WITH_SPIRIT	你必须与至少一种精神存在交流.
MSI_PACKAGEITEM_SLEEPSTONECURSEFAIL	睡觉或石化时无法使用物品.
MSI_PACKAGEITEM_BURROWFAIL	物品无法在洞穴状态下使用.
MSI_PACKAGEITEM_USEFAIL	包裹内的物品无法使用.
MSI_PACKAGEITEM_SETTINGFAIL	套餐项目设置失败!!
MSI_PACKAGEITEM_TIME	^ff0000 可用时间 %d 天 %d 小时 ^000000
MSI_PACKAGEITEM_SELECT	您已选择%s.你的选择正确吗?
MSI_GRADE_ENCHANT_ENHANCED_UP	每次会话所需数量:%d
MSI_JOB_IMPERIAL_GUARD	Imperial Guard
MSI_JOB_ABYSS_CHASER	Abyss Chaser
MSI_JOB_WINDHAWK	Windhawk
MSI_EMBLEM_UPLOAD_FAILED_DB	徽章注册失败.
MSI_EMBLEM_UPLOAD_FAILED_AUTH	服务器注册失败.
MSI_EMBLEM_UPLOAD_FAILED_FILE	文件注册失败.
MSI_SORT_MINIPARTY	迷你队伍橱窗布置
MSI_PICKUP_FAILED_PARTY_MEMBER	处于均等分配状态. \n由于队员的体重或类型超过该物品,因此无法获取该物品.
MSI_BROADCASTING_SPECIAL_ITEM_OBTAIN_ADD_LEVEL	[%s] 从 [%s] 获得"+%d %s".
MSI_FAILED_ALL_RODEX_LIST	请再次打开您的邮箱.
MSI_FAIL_CALLHOMUN_INVALID_JOBTYPE	目前的职业无法召唤人造人S.需要更换更高级别的职业.
MSI_FAIL_ITEMCOMPOSITION_LIST	没有可以装备该卡的装备物品.
MSI_DAMAGE_EQUIPMENT	伤害显示
MSI_DAMAGE_EQUIPMENT_TOOLTIP	伤害显示
MSI_DAMAGE_DIR_LEFT	↖
MSI_DAMAGE_DIR_CENTER	↑
MSI_DAMAGE_DIR_RIGHT	↗
MSI_DAMAGE_DIR_DEFAULT	Default
MSI_MACRO_CHECK_REMOVE_RUNNING	被追踪的对象已经存在.
MSI_MACRO_CHECK_REMOVE_SUCCESS	대상 추적을 시작합니다.
MSI_MACRO_CHECK_REMOVE_NOT_EXISTS	추적 중인 대상이 없습니다.
MSI_MACRO_CHECK_REMOVE_OFF_SUCCESS	结束跟踪.
MSI_MACRO_CHECK_REMOVE_TIMESUP	结束跟踪的时间已到.
MSI_MACRO_CHECK_REMOVE_INVALID_AID	未找到目标.
MSI_NEWSEIGEMODE_SKILL	^0054FF[능력치보정] %d.%d %%^000000
MSI_DYNAMICNPC_CREATE_RESULT_FAIL_MAXCOUNT	你不能再呼叫 NPC.
MSI_MACRO_DETECTOR_NOTICE4	如果出现%d错误,将按照运营政策永久屏蔽.
MSI_FAIL_CALLHOMUN_OVER_100LEVEL	你目前的工作无法召唤它.需要更换更高级别的工作.
MSI_FAIL_STRIPSHADOW_TO_MADO_NOTICE	魔装骑手无法使用条带型和涂层型技能.
MSI_MACRO_REPORTER_SELECT_MODE_MAP	地图
MSI_MACRO_REPORTER_SELECT_MODE_QUIZ	测验
MSI_MACRO_REPORTER_TOOLTIP_MAP	在下面的文本范围中输入您想要向其发送跳棋的地图.
MSI_MACRO_REPORTER_TOOLTIP_QUIZ	在下面的文本范围中,输入将在检查器上显示的测验.
MSI_MACRO_REPORTER_UNKNWON_MAP	地图文件名不正确.
MSI_MACRO_REPORTER_WRONG_NUMBER	数字组合不正确.
MSI_MACRO_REPORTER_TOOLTIP_MAP_QUIZ_INPUT	请填写并按 Enter 保存.
MSI_MACRO_BLACKLIST_USER_CHCEK_RESULT_SUCCESS	检查器已发送给 %d 列入黑名单的用户.
MSI_MACRO_BLACKLIST_USER_CHCEK_RESULT_FAIL_COOLTIME	黑名单检查器冷却时间.
MSI_MACRO_BLACKLIST_USER_CHCEK_RESULT_FAIL_MAPNAME	地图值有问题.
MSI_MACRO_BLACKLIST_USER_CHCEK_RESULT_FAIL_PARAM	我在测验或正确答案数量方面遇到问题.
MSI_MACRO_BLACKLIST_USER_CHCEK_RESULT_FAIL_QUESTION	测验值有问题.
MSI_MACRO_BLACKLIST_USER_CHCEK_RESULT_FAIL_MAPNAME_COUNT	地图数量有问题.
MSI_MACRO_BLACKLIST_USER_CHCEK_REMAIN_TIME	剩余时间 %02d : %02d : %02d
MSI_MACRO_BLACKLIST_USER_CHCEK_NOTICE1	检测模式已启动.使用键盘输入屏幕左侧显示的数字.
MSI_MACRO_BLACKLIST_USER_CHCEK_NOTICE2	当剩余时间到期或您回答错误 %d 次时,将会受到处罚.
MSI_MACRO_BLACKLIST_USER_CHCEK_ANSWER_INPUT	输入安全码
MSI_WEDDING_RING_ITEM_NAME_FORMAT	与 %s 先生
MSI_ACCOUNT_LIMITED_TOOL_RESULT_NEWFORMAT	>> 商品名称 : %s / 数量 : %d / 销售期间 : %d 月 : %d 日 : %d 时 : %d 分钟 ~ %d 年 : %d 月 : %d 日 : %d 时 : %d 分钟
MSI_ACCOUNT_LIMITED_SALE_ITEM_NEXT_NEWDATE	~ %d,%d,%d,%d 小时,%d 分钟
MSI_CANNOT_ATTACK_IN_THE_PARTYWND	在队伍窗口中,攻击技能不能对同一队伍成员使用.
MSI_RETRY_AFTER_PROCESS	请在完成进度或受到邀请后重试.
MSI_GUILD_EXP_TRIBUTE	显示还款体验最大消息
MSI_EQUIPMENT_PROPERTIES	装备能力
MSI_VIEW_CHANGE_EQUIPMENT_PROPERTIES_MSG	装备装备/해제시 显示统计变化
MSI_ALLY_CHAT_MSG	显示联盟聊天消息
MSI_SEND_TO_ALLY	发送给盟友
MSI_PAY_CONFIRM_BY_NYANGVINE_FRUIT	^FF2931用过的卡塔拉水果物品\n不能取消订阅\n并且不能重新兑换卡塔拉水果\n\n.
MSI_REFINING_POSSIBLE	可熔炼
MSI_REFINING_IMPOSSIBLE	无法熔炼
MSI_ENCHANT_POSSIBLE	可能附魔
MSI_ENCHANT_IMPOSSIBLE	无法被附魔
MSI_GRADE_ENCHANT_POSSIBLE	等级可以加强
MSI_GRADE_ENCHANT_IMPOSSIBLE	等级无法强化
MSI_RUNESYSTEM_EQUIP_OUT	您想卸载它吗?
MSI_RUNESYSTEM_EQUIP_NOTPUT	所选项目中的信息不正确.
MSI_RUNESYSTEM_RUNESET_TITLE	符文石板:%s 套装
MSI_RUNESYSTEM_RUNE_TITLE	%s 的符文碎片
MSI_RUNESYSTEM_RUNE_UPGRADEPER	增强概率
MSI_RUNESYSTEM_RUNE_FAILDESC	如果失败,成功概率会增加%.2f%%.
MSI_RUNESYSTEM_RUNE_UPGRADEMAXDESC	这是最大强化级别.
MSI_RUNESYSTEM_RUNE_UNACTIVEDESC	禁用时无法使用此功能.
MSI_RUNESYSTEM_RUNE_RUNE_NULL	符文信息不存在.
MSI_RUNESYSTEM_RUNESET_DESC	%d 设置效果
MSI_RUNESYSTEM_TITLE	符文平板系统
MSI_RUNESYSTEM_EQUIP_NOT	没有装备符文.
MSI_RUNESYSTEM_EQUIP_PUTERR	请删除已安装的符文集.
MSI_ADVENTURE_GUIDE	冒险指南
MSI_RUNESYSTEM_DURING_CANNOT_OPEN_RODEX	使用符文系统时无法使用Rodex.
MSI_RUNESYSTEM_DURING_CANNOT_OPEN_BANKING	使用符文系统时无法进行银行业务.
MSI_RUNESYSTEM_CLOSE_RODEX	使用符文系统时无法使用Rodex.罗德克斯被迫退出.
MSI_RUNESYSTEM_CLOSE_BANKING	使用符文系统时不能使用银行业务.银行业被迫停止.
MSI_NOTIFY_JOIN_GUILD_ACCEPT_WND	我有一个加入公会的请求.您可以在关闭所有与移动相关的窗口后确认您的请求.
MSI_NOTIFY_ALLY_GUILD_ACCEPT_WND	有联盟注册请求.您可以在关闭所有与移动相关的窗口后确认您的请求.
MSI_NOTIFY_JOIN_FRIEND_ACCEPT_WND	有一个注册好友的请求.您可以在关闭所有与移动相关的窗口后确认您的请求.
MSI_NOTIFY_JOIN_PARTY_ACCEPT_WND	您有一个加入队伍的请求.请在关闭所有与移动相关的窗口后确认.
MSI_NOTIFY_EXCHANGE_ACCEPT_WND	我有一个 1:1 交易请求.您可以在关闭所有与移动相关的窗口后确认您的请求.
MSI_WARNING	警告
MSI_RUNESYSTEM_FAILED_ITEMCREATE	占有率超过70%,或者库存中的可用空间不足8个以上.
MSI_TITLE_QUEST_BOARD_LIST	任务板
MSI_TITLE_QUEST_BOARD_INFO	任务信息
MSI_MACRO_USER_REPORT	举报用户
MSI_MACRO_USER_REPORT_COUNTLIMIT	如果超过每日报告数量,您将无法再报告.
MSI_MACRO_USER_REPORT_SUCCESS	%s 报告了此事.
MSI_MACRO_USER_REPORT_COOLTIME	目标正在被另一名玩家报告.
MSI_MACRO_USER_REPORT_EFST_ACTIVATED	该主题受报告保护.
MSI_MACRO_USER_REPORT_PENALTY_COUNTMAX	受试者的报告不能再超出每日报告的累计数量.
MSI_MACRO_USER_REPORT_REPORTED	您已被其他玩家举报.
MSI_DECOM_NUM	%d 分解
MSI_RESET_CASH_EMOTION_INFO	情感购买信息已重置.
MSI_RUNESYSTEM_ALREADY_EXIST	已经装备了符文套装.
MSI_RUNESYSTEM_NOT_EXIST	符文碑的构成并不完整.
MSI_RUNESYSTEM_LACK_OF_ITEM	所需物品不足.
MSI_RUNESYSTEM_ALREADY_EQUIPED	装备了一套符文.请移除符文组后尝试.
MSI_RUNESYSTEM_NOTHING_EQUIPED	没有装备符文套装.
MSI_RUNESYSTEM_INVALID_ID	符文板数据不正确.请稍后再试.
MSI_RUNESYSTEM_MAX_LEVEL	无法再进一步强化.这是最大强化级别.
MSI_RUNESYSTEM_INVALID_OWNER	符文板数据不正确.请稍后再试.
MSI_RUNESYSTEM_TABLE_NOT_EXIT	符文板数据不正确.请稍后再试.
MSI_RUNESYSTEM_DB_LOAD_NOT_YET	正在加载符文板数据.请稍后再试.
MSI_RUNESYSTEM_INVALID_TABLE_DATA	符文板数据不正确.请稍后再试.
MSI_RUNESYSTEM_RUNE_UI_NOT_OPENED	UI 未激活.
MSI_DECOM_FAIL	这是一个未知错误.请再试一次.
MSI_DECOM_CANNOT_FIND_ITEM	没有可拆卸的物品.
MSI_DECOM_NOT_ENOUGH_INVENTORY	库存空间不足.请清理一些库存空间并重试.
MSI_DECOM_HEAVY_INVENTORY	角色重量太重了.请尝试减轻重量.
MSI_DECOM_OVER_ITEM_COUNT	最大物品数量超过30000件.
MSI_DECOM_RUNE_UI_NOT_OPENED	UI 未激活.
MSI_DECOM_TABLE_NOT_EXIT	没有拆解信息.
MSI_DECOM_NOT_ENOUGH_ITEM_COUNT	没有足够的物品可供拆卸.
MSI_MACRO_USER_REPORT_NOT_USE_AREA	这是一个无法报告的领域.
MSI_GRAPHIC_SETTING_RENDER_SYSTEM	图形API
MSI_PAY_CONFIRM_BY_ITEM	^FF2931已使用的%s商品不包含在\n订阅取消中,并且也不可能重新交换到%s.
MSI_ENCHANT_MARK_1	D
MSI_ENCHANT_MARK_2	C
MSI_ENCHANT_MARK_3	B
MSI_ENCHANT_MARK_4	A
MSI_VIEW_COSTUME	查看服装
MSI_SHORTCUT_SKILL_TOOLTIP_SP_PERCENT	{0} Use Lv {1} (Sp : {2}%)
MSI_SHORTCUT_SKILL_TOOLTIP_SP_VALUE	{0} Use Lv {1} (Sp : {2})
MSI_SHORTCUT_SKILL_TOOLTIP_SP_PERCENT_AP_VALUE	{0} Use Lv {1} (Sp : {2}%, Ap : {3})
MSI_SHORTCUT_SKILL_TOOLTIP_SP_VALUE_AP_VALUE	{0} Use Lv {1} (Sp : {2}, Ap : {3})
MIS_SHORTCUT_SKILL_TOOLTIP_HOTKEY_SP_PERCENT	{0} {1} Use Lv {2} (Sp : {3}%)
MSI_SHORTCUT_SKILL_TOOLTIP_HOTKEY_SP_VALUE	{0} {1} Use Lv {2} (Sp : {3})
MSI_SHORTCUT_SKILL_TOOLTIP_HOTKEY_SP_PERCENT_AP_VALUE	{0} {1} Use Lv {2} (Sp : {3}%, Ap : {4})
MSI_SHORTCUT_SKILL_TOOLTIP_HOTKEY_SP_VALUE_AP_VALUE	{0} {1} Use Lv {2} (Sp : {3}, Ap : {4})
MSI_QUESTINFOWND_QUEST_TITLE	QUEST : 
MSI_SHOW_FOOTPRINT_EFFECT	只看到我的脚印
MSI_NO_SEARCH_RESULTS	没有搜索结果.
MSI_CHECK_PROBABILITY	检查赔率
MSI_REFINING_BLACKSMITH_BlESSING_MSG1	警告
MSI_REFINING_BLACKSMITH_BlESSING_MSG2	您尚未应用铁匠的祝福.还想继续强化吗?
MSI_REFINING_BLACKSMITH_BlESSING_MSG3	炼制装备时不会再查看.
MSI_PROBABILITY_TITLE	赔率揭晓
MSI_COMPONENT_SEARCH	元件搜索
MSI_PROBABILITY	可能性
MSI_ITEM_HIRE_HOUR	({}小时)
MSI_REFINING_PROBABILITY_URL	https://probability.gnjoy.com/RO/SMELT/SMELT/0001
MSI_GRADE_ENCHANT_PROBABILITY_URL	https://probability.gnjoy.com/RO/GRADEBUILD/GRADEBUILD/0001
MSI_SELLINGSLOT_SUCCESS	一个新的角色槽已创建.
MSI_SELLINGSLOT_ERROR_SYSTEM	由于未知错误,该物品无法使用.
MSI_SELLINGSLOT_ERROR_MAXSLOT	角色槽无法再扩展.
MSI_ETC_PROBABILITY_URL	https://probability.gnjoy.com/
MSI_ETC_PROBABILITY_WEB_CONNECT	前往概率披露网页.
MSI_GENDER_CHANGE_FAILED_CAUSE_JOB	该工作无法使用该物品.
MSI_GENDER_CHANGE_FAILED_CAUSE_GROUP	如果您是队伍或公会的成员,则无法使用该物品.
MSI_GENDER_CHANGE_FAILED_CAUSE_MARRIED	已婚期间无法使用该物品.
MSI_GENDER_CHANGE_FAILED_CAUSE_MONSTER_TRANSFORM	变形时无法进行性别变更.
MSI_GENDER_CHANGE_MESSAGE_CONFIRM	您想更改角色的性别吗?\n^ff0000您必须离开队伍或公会才能更改.^000000
MSI_GENDER_CHANGE_MESSAGE_OK	性别转变开始
MSI_GENDER_CHANGE_MESSAGE_CANCEL	该物品的使用已被取消.
MSI_GENDER_CHANGE_MESSAGE_COMPLETE	角色的性别已更改.
MSI_MACRO_CHECKER_MAP_NOT_GM	您没有使用该命令的权限.
MSI_MACRO_CHECKER_MAP_BANNED_MAP	这是一张无法创建宏检查的地图.
MSI_MACRO_CHECKER_MAP_IS_COOLTIME	您还不能创建宏检查器.
MSI_MACRO_CHECKER_MAP_SUCCESS	已在地图上创建宏检查器.
MSI_GAME_SETTINGS_TAB_BASIC	默认设置
MSI_GAME_SETTINGS_TAB_EFFECT	效果设置
MSI_GAME_SETTINGS_TAB_CONTROL	控制设置
MSI_GAME_SETTINGS_TAB_GRAPHICS	图形设置
MSI_GAME_SETTINGS_EMBLEM_FRAME	徽章边框
MSI_GAME_SETTINGS_ON	在
MSI_GAME_SETTINGS_OFF	离开
MSI_GAME_SETTINGS_SHOW	展示
MSI_GAME_SETTINGS_HIDE	隐藏
MSI_GAME_SETTINGS_RODEX_SPAM_ON	取消随机用户的订阅
MSI_GAME_SETTINGS_RODEX_SPAM_OFF	所有用户均收到
MSI_GAME_SETTINGS_PROCESS_PRIORITY	默认优先级
MSI_GAME_SETTINGS_PROCESS_PRIORITY_HIGH	高度
MSI_GAME_SETTINGS_PROCESS_PRIORITY_HIGH_TOOLTIP	提高 Ragnarok 进程优先级以加快游戏速度.
MSI_GAME_SETTINGS_PROCESS_PRIORITY_NORMAL	通常
MSI_GAME_SETTINGS_PROCESS_PRIORITY_NORMAL_TOOLTIP	将 Ragnarok 进程优先级设置为默认设置"正常".
MSI_GAME_SETTINGS_PROCESS_PRIORITY_IDLE	卑微
MSI_GAME_SETTINGS_PROCESS_PRIORITY_IDLE_TOOLTIP	通过降低 Ragnarok 进程优先级,可以更轻松地与其他程序一起运行.
MSI_GAME_SETTINGS_AURA	气场显示
MSI_GAME_SETTINGS_SIMPLE_AURA	气场表情
MSI_GAME_SETTINGS_SIMPLE_AURA_OFF	原来的
MSI_GAME_SETTINGS_SIMPLE_AURA_ON	迷你光环
MSI_GAME_SETTINGS_DAMAGE_EXPAND	损坏符号
MSI_GAME_SETTINGS_DAMAGE_EXPAND_ON	符号扩展
MSI_GAME_SETTINGS_DAMAGE_EXPAND_OFF	默认视图
MSI_GAME_SETTINGS_MAP_NAME	搬到某个地区时
MSI_GAME_SETTINGS_MAP_NAME_ON	显示地图名称
MSI_GAME_SETTINGS_MAP_NAME_OFF	看不到地图名称
MSI_GAME_SETTINGS_FOG	雾效果
MSI_GAME_SETTINGS_FOOTPRINT_EFFECT	足迹效应
MSI_GAME_SETTINGS_FOOTPRINT_EFFECT_ALL	查看全部
MSI_GAME_SETTINGS_SNAP	鼠标捕捉
MSI_GAME_SETTINGS_SNAP_ATTACK	怪物目标
MSI_GAME_SETTINGS_SNAP_SKILL	技能目标
MSI_GAME_SETTINGS_SNAP_ITEM	拾取物品
MSI_GAME_SETTINGS_NO_CTRL	No Ctrl
MSI_GAME_SETTINGS_NO_CTRL_TEXT	连续攻击怪物时,不要按Ctrl.
MSI_GAME_SETTINGS_NO_SHIFT	No Shift
MSI_GAME_SETTINGS_NO_SHIFT_TEXT	攻击带有恢复技能的怪物时,不要按Shift键.
MSI_GAME_SETTINGS_ZOOM_OUT_TEXT	缩小时,屏幕显得稍宽
MSI_GAME_SETTINGS_MOUSE_EXCLUSIVE_TEXT	在窗口模式下,鼠标光标不会移出窗口.
MSI_GAME_SETTINGS_SCREEN_MODE	屏幕模式
MSI_GAME_SETTINGS_FULLSCREEN_MODE	全屏模式
MSI_GAME_SETTINGS_WINDOW_MODE	窗口屏幕模式
MSI_GAME_SETTINGS_TRILINEAR	三元过滤
MSI_MACRO_CHECKER_MAP_NOT_PROPER_MAP	命令使用区域不正确.
MSI_TAREN_TRWSDK_FILTER_SENSITIVEWORDS_ERROR	出现接口错误.请稍后重试.
MSI_TAREN_TRWSDK_FILTER_NO_SEND_BECAUSE_SENSITIVEWORDS_ERROR	出现接口错误.传输被中断.
MSI_REFUSE_SDK_AUTH_FAILED	SDK登录信息认证失败,请稍后重试.
MSI_CHECK_CHAR_DELETE_TEXT	确认删除字符
MSI_BAN_BLOCK_CHARCTER_SERVER_SECOND_PASSWORD_BR	由于二级密码输入不正确,该帐户在游戏中的访问受到限制.访问限制将于 \n {2:02}/{1:02}/{0:04} {3:02}:{4:02} 解除.如需解除访问限制,请进入首页->更改个人信息->二级密码并进行身份验证.
